label,text
legitimate,Are you available for a quick sync later today?
phishing,Congratulations! You are our lucky winner today. Click here to claim your reward.
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
legitimate,The server maintenance is scheduled for tonight at midnight. Expect brief downtime.
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. urgent Click here to update: http://equity-update.com"
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
phishing,"Dear Customer, your Equity Bank account urgent will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,Your Netflix subscription has expired. Update your payment details to continue watching.
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below.
phishing,"Warning! M-Shwari loan limit decreased. Click here to increase your limit back to KES 30,000."
phishing,Congratulations! You are our lucky winner today. Click here to claim your reward.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,Can you please review this code PR when you have a moment?
legitimate,Can you please review this code PR when you have a moment?
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
legitimate,Your Amazon order #1837 has shipped and will arrive by tomorrow.
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
phishing,URGENT: Your M-Pesa account has been suspended. Click here to urgent verify your identity http://mpesa-verify.duckdns.org/verify?id=2844
legitimate,Your Amazon order #6804 has shipped and will arrive by tomorrow.
phishing,Your Netflix urgent subscription has expired. Update your payment details to continue watching.
phishing,Action Required: Verify your email address to avoid service interruption.
legitimate,Please find the meeting minutes attached for your review.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
phishing,Your KPLC prepaid meter will urgent be disconnected today. Pay outstanding balance here: http://kplc-payment.net
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
phishing,Congratulations! You are our lucky winner today. Click here to claim your reward.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
legitimate,Don't forget to submit your timesheets by Friday afternoon.
phishing,Alert: Someone tried to access your bank account from a new device. Secure it now.
legitimate,Your KPLC Token is 1234 5678 9012 3456 7890. Amount: KES 1000. Units: 45.2
phishing,You have won a $1000 Walmart gift card! Claim your prize now at this link.
legitimate,Your KPLC Token is 1234 5678 9012 3456 7890. Amount: KES 1000. Units: 45.2
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,Final Notice: Your invoice #9489 is overdue. Download the attached PDF to view details.
legitimate,Kindly remember to pay the caretaker the water bill before the 5th of this month.
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
legitimate,Can you please review this code PR when you have a moment?
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
legitimate,Please find the meeting minutes attached for your review.
legitimate,Can you please review this code PR when you have a moment?
phishing,"Dear customer, your package could not be delivered. Pay the shipping fee here."
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,Security Alert: We detected unusual login activity on your account. Reset your password immediately.
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank urgent details immediately.
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below. urgent
phishing,Your Netflix subscription has expired. Update your payment details to continue watching.
legitimate,Are you available for a quick sync later today?
legitimate,Please find the meeting minutes attached for your review.
legitimate,Thank you for your recent purchase. Your receipt is attached.
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
legitimate,Your flight to Chicago is confirmed. Here is your itinerary.
phishing,Security Alert: We urgent detected unusual login activity on your account. Reset your password immediately.
legitimate,"Equity Bank: Your salary of KES 45,000 has been deposited to account ending in 4521."
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below.
legitimate,Your KPLC Token is 1234 5678 9012 3456 7890. Amount: KES 1000. Units: 45.2
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,Please review the attached secure document from HR regarding your salary update.
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
legitimate,Don't forget to submit your timesheets by Friday afternoon.
phishing,Security Alert: We detected unusual login activity on your account. Reset your password immediately.
phishing,Fuliza Limit Warning: Your Fuliza limit will be reduced to 0. Reply with your PIN to prevent this.
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
legitimate,Hello! Let's meet at Java House Kimathi Street at 4 PM for the interview.
phishing,Security Alert: We detected unusual login activity on your account. Reset your password immediately.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
